,item_skey,item_number,item_description,item_category
790,10344,1670502,Tolmetin Sodium (500 mg),Active Pharmaceutical Ingredients
791,10506,1462006,Niacinamide (500 mg),Dietary Supplements
792,14608,1096757,Carteolol Hydrochloride (200 mg),Active Pharmaceutical Ingredients
793,31883,1568073,Proguanil Related Compound E (25 mg) (1-(4-chlorophenyl)-3-cyanoguanidine),Impurity
794,12711,1568062,"Proguanil Related Compound D (25 mg) (1,5-bis(1-methylethyl)biguanide hydrochloride)",Impurity
795,11754,1329505,Propantheline Bromide Related Compound A (50 mg) (9-Hydroxypropantheline bromide),Impurity
796,10668,1589007,Pyrimethamine (200 mg),Active Pharmaceutical Ingredients
797,15150,1225237,"Dopamine Related Compound C (100 mg) (2-(3,4-Dimethoxyphenyl)ethan-1-amine)",Impurity
798,66827,1086414,Calcium Citrate (500 mg),Active Pharmaceutical Ingredients
799,12228,1356020,Ketamine Related Compound A (50 mg) (1-[(2-Chlorophenyl)(methylimino)methyl]cylcopentanol),Impurity
800,10129,1557000,Prednisolone Sodium Phosphate (500 mg),Active Pharmaceutical Ingredients
801,12844,1250041,"Estradiol Related Compound C (15 mg) (1,3,5(10)-estratrien-3,17beta-diol-6-one)",Impurity
802,8359,1162320,Dacarbazine Related Compound A (50 mg) (5-aminoimidazole-4-carboxamide hydrochloride),Impurity
803,15156,1285997,Flutamide Related Compound A (20 mg) (4-nitro-3-(trifluoromethyl)aniline),Impurity
804,11848,1202005,Dihydroergotamine Mesylate (500 mg),Active Pharmaceutical Ingredients
805,13545,1051602,Benzhydrol (50 mg),Impurity
806,14617,1091006,Capreomycin Sulfate (250 mg),Product Specific Reference Standard
807,14550,1269072,"Exemestane Related Compound B (15 mg) (6-hydroxymethylandrostra-1,4-diene-3,17-dione)",Impurity
808,8964,1269050,Exemestane (150 mg),Active Pharmaceutical Ingredients
809,12981,1270720,Flavoxate Related Compound B (20 mg) (3-Methylflavone-8-carboxylic acid methyl ester),Impurity
810,13584,1270435,Filgrastim (0.98 mg) (COLD SHIPMENT REQUIRED) (DISCONTINUED),Product Specific Reference Standard
811,9643,1349014,"Isoflurane Related Compound A (0.1 mL) (1-Chloro-2,2,2-trifluoroethyl chlorodifluoromethyl ether)",Impurity
812,8374,1481000,Oxacillin Sodium (200 mg),Active Pharmaceutical Ingredients
813,6728,1271008,Floxuridine (250 mg),Active Pharmaceutical Ingredients
814,14424,1161509,L-Cysteine Hydrochloride (600 mg),Dietary Supplements
815,37688,1354400,Ixabepilone (100 mg),Active Pharmaceutical Ingredients
816,78959,1526030,Phenoxybenzamine Nitrile (50 mg) (COLD SHIPMENT REQUIRED) (3-[Benzyl(1-phenoxypropan-2-yl)amino]propanenitrile),Impurity
817,12116,1392807,Mesna (200 mg),Active Pharmaceutical Ingredients
818,6946,1224700,Docusate Calcium (500 mg),Active Pharmaceutical Ingredients
819,10489,1686309,Trifluridine (100 mg),Active Pharmaceutical Ingredients
820,17392,1288667,Gemifloxacin Mesylate (300 mg),Active Pharmaceutical Ingredients
821,16883,1025726,"Aminolevulinic Acid Related Compound A (25 mg) (3,3'-(Pyrazine-2,5-diyl)dipropionic acid)",Impurity
822,11339,1179898,Dextran 250 Calibration (100 mg),Product Specific Reference Standard
823,10088,1179720,Dextran 40 System Suitability (200 mg),Product Specific Reference Standard
824,8129,1134200,Cladribine (200 mg),Active Pharmaceutical Ingredients
825,4530,1369419,Lomustine (200 mg),Active Pharmaceutical Ingredients
826,1744,1614363,Sodium Lauryl Sulfate (1 g),Excipients
827,14123,1494228,"Pancuronium Bromide Related Compound A (15 mg) (1,1'-(3alpha,17beta-dihydroxy-5alpha-androstan-2beta,16beta-ylene) bis(1-methylpiperidinium) dibromide)",Impurity
828,11458,1660000,Thioguanine (200 mg),Active Pharmaceutical Ingredients
829,76431,1067781,"Betamethasone Dipropionate Related Compound H (30 mg) (6alpha-Bromo-9-fluoro-11Beta-hydroxy-16Beta-methyl-3,20-dioxopregna-1,4-diene-17,21-diyl dipropionate)",Impurity
830,14614,1138201,Clioquinol (500 mg),Active Pharmaceutical Ingredients
831,98579,1138234,Clioquinol Related Compound C,Impurity
832,32244,1365043,Levothyroxine Peak Identification Mixture (3 x 5 mL) (1 mg/mL) (COLD SHIPMENT REQUIRED),System Suitability
833,6518,1368008,Liothyronine (250 mg),Active Pharmaceutical Ingredients
834,81754,1044367,"Atenolol Related Compound F (25 mg) (2,2'-[{[(Isopropylazanediyl)bis(2-hydroxypropane-3,1-diyl)]bis(oxy)}bis(4,1-phenylene)]diacetamide)",Impurity
835,11106,1561008,Prilocaine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
836,12753,1500262,"Paroxetine Related Compound E Mixture (25 mg) (1-Methyl-4-(p-fluorophenyl)-1,2,3,6-tetrahydropyridine in Paroxetine Hydrochloride Matrix) (DISCONTINUED)",Impurity
837,12750,1500230,"Paroxetine Related Compound B (15 mg) ((3S,4R)-3-[(Benzodioxol-5-yloxy)methyl]-4-phenylpiperidine hydrochloride)",Impurity
838,10917,1044550,"Atorvastatin Related Compound D (10 mg) (Epoxide Impurity, 3-(4-Fluorobenzoyl)-2-isobutyryl-N,3-diphenyloxirane-2-carboxamide)",Impurity
839,10771,1441301,Metoprolol Tartrate (200 mg),Active Pharmaceutical Ingredients
840,6191,1441265,"Metoprolol Related Compound D (50 mg) ((+/-)N,N-bis-[2-hydroxy-3-[4-(2-methoxyethyl)phenoxy]propyl](1-methylethyl)amine hydrochloride)",Impurity
841,6360,1029501,Amlodipine Besylate (350 mg),Active Pharmaceutical Ingredients
842,14567,1015019,"Alprazolam Related Compound A (30 mg) (2-(2-acetylhydrazino)-7-chloro-5-phenyl-3H-1,4-benzodiazepine)",Impurity
843,8436,1356348,"Ketorolac Related Compound D (20 mg) (5-benzoyl-2,3-dihydro-1H-pyrrolizine)",Impurity
844,11193,1134368,Citric Acid (200 mg),Excipients
845,10556,1046089,N-Demethylazithromycin (15 mg),Impurity
846,1574,1225485,"Doxazosin Related Compound F (15 mg) (N,N'-bis(1,4-benzodioxane-2-carbonyl)piperazine)",Impurity
847,9829,1225420,"Doxazosin Related Compound A (20 mg) (N-(1,4-benzodioxane-2-carbonyl)piperazine hydrochloride)",Impurity
848,85443,1225496,"Doxazosin Related Compound G (15 mg) (4-Amino-6,7-dimethoxyquinazolin-2(1H)-one hydrochloride) (COLD SHIPMENT REQUIRED)",Impurity
849,9348,1314009,Hydrochlorothiazide (200 mg),Active Pharmaceutical Ingredients
850,11304,1457403,Naproxen Sodium (200 mg),Active Pharmaceutical Ingredients
851,11863,1224992,"Donepezil Related Compound A (25 mg) ((E)-2-[(1-benzylpiperidin-4-yl)methylene]-5,6-dimethoxyindan-1-one)",Impurity
852,15425,1171819,"Desbenzyl Donepezil Hydrochloride (20 mg) (5,6-dimethoxy-2-(piperidin-4-ylmethyl)indan-1-one hydrochloride)",Impurity
853,9401,1226003,Doxycycline Hyclate (200 mg),Active Pharmaceutical Ingredients
854,10894,1547007,Polymyxin B Sulfate (200 mg) (COLD SHIPMENT REQUIRED),Active Pharmaceutical Ingredients
855,5787,1711279,Venlafaxine Related Compound A (10 mg) (1-(1-(4-Methoxyphenyl)-2-(methylamino)ethyl)cyclohexanol hydrochloride),Impurity
856,13200,1229883,Duloxetine Related Compound H (30 mg) ((S)-4-(Methyl[3-(naphthalen-1-yloxy)-3-(thiophen-2-yl)propyl]amino)-4-oxobutanoic acid) (COLD SHIPMENT REQUIRED),Impurity
857,6875,1242021,Erythromycin C (50 mg),Active Pharmaceutical Ingredients
858,69884,1708650,Valproic Acid Related Compound K (25 mg) (2-Ethyl-2-methylpentanoic acid),Impurity
859,59233,1140258,"Clomipramine Related Compound A (25 mg) (N1-[3-(3-Chloro-10,11-dihydro-5H-dibenzo[b,f]azepin-5-yl)propyl]-N1,N3,N3-trimethylpropane-1,3-diamine dihydrochloride)",Impurity
860,4827,1724907,Zolpidem Tartrate CIV (200 mg) (COLD SHIPMENT REQUIRED),Active Pharmaceutical Ingredients
861,11987,1191000,Dicyclomine Hydrochloride (125 mg),Active Pharmaceutical Ingredients
862,10679,1711406,"Verapamil Related Compound B (50 mg) (4-[(3,4-Dimethoxyphenethyl)(methyl)amino]-2-(3,4-dimethoxyphenyl)-2-isopropylbutanenitrile hydrochloride)",Impurity
863,13696,1304107,Heparin Sodium Molecular Weight Calibrant (10.3 mg),Product Specific Reference Standard
864,6326,1304049,Heparin Sodium System Suitability (50 mg),Product Specific Reference Standard
865,6582,1370349,Lorazepam Related Compound C (25 mg) (6-Chloro-4-(o-chlorophenyl)-2-quinazolinecarboxaldehyde),Impurity
866,10050,1478618,"Ondansetron Related Compound C (30 mg) (1,2,3,9-tetrahydro-9-methyl-4H-carbazol-4-one)",Impurity
867,3032,1478630,Ondansetron Resolution Mixture (50 mg),System Suitability
868,11909,1134380,"Clarithromycin Related Compound A (25 mg) (6,11-di-O-methylerythromycin A)",Impurity
869,16161,1356869,Lamivudine Resolution Mixture C (0.8 mg),System Suitability
870,10924,1554217,"Pravastatin Related Compound A (10 mg) (Sodium (3R,5R)-3,5-dihydroxy-7-[(1S,2R,3S,8S,8aR)-3-hydroxy-2-methyl-8-[[(2S)-2-methylbutanoyl]oxy]-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] heptanoate)",Impurity
871,14615,1138405,Clobetasol Propionate (200 mg),Active Pharmaceutical Ingredients
872,11142,1478505,Omeprazole (200 mg),Active Pharmaceutical Ingredients
873,36520,1435014,"Methylprednisolone Related Compound A (25 mg) (17,21-Dihydroxy-6alpha-methylpregna-1,4-diene-3,11,20-trione)",Impurity
874,83476,1435092,Methylprednisolone Related Compound H,Impurity
875,13384,1078289,"Budesonide Related Compound L (25 mg) (16alpha,17-[butylidenebis(oxy)]-21-hydroxypregna-1,4-diene-3,11,20-trione)",Impurity
876,7527,1605500,Ropivacaine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
877,13669,1413988,"R-Methotrexate (5 mg) (Sodium (R)-2-(4-{[(2,4-Diaminopteridin-6-yl)methyl](methyl)amino}benzamido)pentanedioate)",Impurity
878,38149,1430815,6-Methylnicotinic Acid (50 mg),Dietary Supplements
879,11727,1356789,"Lamotrigine Related Compound C (10 mg) (3-amino-6-(2,3-dichlorophenyl)-1,2,4-triazin-5(4H)-one)",Impurity
880,14613,1138008,Clindamycin Phosphate (250 mg),Active Pharmaceutical Ingredients
881,5261,1642802,Tacrolimus (150 mg),Active Pharmaceutical Ingredients
882,8921,1237000,Epinephrine Bitartrate (200 mg),Active Pharmaceutical Ingredients
883,9612,1287347,Gabapentin Related Compound B (30 mg) ((1-cyanocyclohexyl)acetic acid) (COLD SHIPMENT REQUIRED),Impurity
884,10281,1027302,Amiodarone Hydrochloride (200 mg),Active Pharmaceutical Ingredients
885,14583,1027357,Amiodarone Related Compound E (25 mg) ((2-butylbenzofuran-3-yl)(4-hydroxyphenyl)methanone),Impurity
886,17802,1042420,Argatroban Related Compound B (20 mg) (Ethyl (4R)-1-[N^8-nitro-L-arginyl]-4-methylpiperidine-2-carboxylate dihydrochloride),Impurity
887,17804,1042437,"Argatroban Related Compound C (20 mg) ((2R,4R)-1-[N^8-amino- N^2-(3-methyl-1,2,3,4-tetrahydroquinoline-8-sulfonyl)-L-arginyl]-4-methylpiperidine-2-carboxylic acid)",Impurity
888,2174,1362114,"Levofloxacin Related Compound A (25 mg) ((S)-9-fluoro-3-methyl-10-(piperazin-1-yl)-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de][1,4]benzoxazine-6-carboxylic acid)",Impurity
889,61659,1140430,Clopidogrel Bisulfate (125 mg),Active Pharmaceutical Ingredients
890,11312,1463508,Nifedipine (125 mg),Active Pharmaceutical Ingredients
891,8525,1463701,"Nifedipine Nitrosophenylpyridine Analog (25 mg) (Dimethyl 4-(2-nitrosophenyl)-2,6-dimethylpyridine-3,5-dicarboxylate)",Impurity
892,8632,1048200,Baclofen (350 mg),Active Pharmaceutical Ingredients
893,9455,1333003,Hydroxyzine Hydrochloride (500 mg),Active Pharmaceutical Ingredients
894,18099,1042689,"Aripiprazole Related Compound F (25 mg) (4-(2,3-dichlorophenyl)-1-[4-(2-oxo-1,2,3,4-tetrahydroquinolin-7-yloxy)butyl]piperazin 1-oxide)",Impurity
895,19554,1087825,"Candesartan Cilexetil Related Compound B (10 mg)  (1-{[(Cyclohexyloxy)carbonyl]oxy}ethyl 3-({2'-(1H-tetrazol-5-yl)-[1,1'-biphenyl]-4-yl}methyl)-2-oxo-2,3-dihydro-1H-benzo[d]imidazole-4-carboxylate)",Impurity
896,15074,1586031,Pyridostigmine Related Compound B (10 mg) (3-Hydroxy-1-methylpyridin-1-ium bromide),Impurity
897,5280,1711439,"Verapamil Related Compound E (50 mg) (3,4-dimethoxybenzaldehyde)",Impurity
898,13110,1485136,Oxybutynin Related Compound C (20 mg) (4-(ethylmethylamino)but-2-ynyl(+/-)-2-cyclohexyl-2-hydroxy-2-phenylacetate hydrochloride),Impurity
899,13618,1485125,Oxybutynin Related Compound B (20 mg) (Cyclohexyl Mandelic Acid Methyl Ester),Impurity
900,8588,1048007,Bacitracin Zinc (200 mg),Product Specific Reference Standard
901,10652,1683504,Trientine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
902,10820,1504489,Penicillin V (200 mg),Active Pharmaceutical Ingredients
903,11177,1453005,Naloxone (200 mg),Active Pharmaceutical Ingredients
904,10914,1610001,Scopolamine Hydrobromide (500 mg),Active Pharmaceutical Ingredients
905,6181,1269629,Fenofibrate Related Compound C (25 mg) (1-methylethyl 2-[[2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoyl]oxy]-2-methylpropanoate),Impurity
906,11647,1099008,Cephalexin (400 mg),Active Pharmaceutical Ingredients
907,19595,1367606,Linezolid Related Compound D (20 mg) ((R)-[3-(3-Fluoro-4-morpholinophenyl)-2-oxooxazolidin-5-yl]methyl methanesulfonate),Impurity
908,13888,1374281,Magnesium Oxide (500 mg),Active Pharmaceutical Ingredients
909,69425,1294150,Gluconolactone (100 mg),Active Pharmaceutical Ingredients
910,17552,1612719,"Tenivastatin Calcium (2 x 15 mg) (COLD SHIPMENT REQUIRED) (Calcium (3R,5R)-7-{(1S,2S,6R,8S,8aR)-8-[(2,2-dimethylbutanoyl)oxy]-2,6-dimethyl-1,2,6,7,8,8a-hexahydronaphthalen-1-yl}-3,5-dihydroxyheptanoate (1:2) monohydrate)",Impurity
911,8696,1570009,Promethazine Hydrochloride (500 mg),Active Pharmaceutical Ingredients
912,15285,1145025,Codeine System Suitability Mixture CI (25 mg),System Suitability
913,13999,1029013,Amitriptyline Related Compound A (25 mg) (dibenzosuberone),Impurity
914,12914,1356982,"Letrozole Related Compound A (25 mg) (4,4'-(1H-1,3,4-triazol-1-ylmethylene)dibenzonitrile)",Impurity
915,6940,1268808,Etoposide (300 mg),Active Pharmaceutical Ingredients
916,6759,1225292,"Dorzolamide Hydrochloride Related Compound A (20 mg) ((4R,6R)-4-(ethylamino)-5,6-dihydro-6-methyl-4H-thieno[2,3-b]thiopyran-2-sulfonamide-7,7-dioxide, monohydrochloride)",Impurity
917,10970,1623808,Sulfacetamide (300 mg) (DISCONTINUED),Active Pharmaceutical Ingredients
918,6449,1566001,Prochlorperazine Maleate (200 mg),Active Pharmaceutical Ingredients
919,15981,1097625,"Cefdinir Related Compound A (10 mg) (2(R)-2-[(Z)-2-(2-aminothiazol-4-yl)-2-(hydroxyimino)acetamido]-2-[(2RS,5RS)-5-methyl-7-oxo-2,4,5,7-tetrahydro-1H-furo[3,4-d][1,3]thiazin-2-yl]acetic acid)",Impurity
920,8207,1224620,Docosahexaenoic Acid Ethyl Ester (500 mg),Dietary Supplements
921,6634,1140393,Clonidine (200 mg),Active Pharmaceutical Ingredients
922,5220,1096677,Carvedilol Related Compound E (15 mg) (2-(2-Methoxyphenoxy)ethyl amine hydrochloride monohydrate),Impurity
923,11749,1279000,Fluorouracil (250 mg),Active Pharmaceutical Ingredients
924,11194,1194009,Diethylpropion Hydrochloride CIV (200 mg),Active Pharmaceutical Ingredients
925,10210,1642223,Sumatriptan Succinate Related Compound C (50 mg) ([3-[2-(dimethylamino)ethyl]-1-(hydroxymethyl)-1H-indol-5-yl]-N-methylmethanesulfonamide succinate salt),Impurity
926,9449,1361009,Levodopa (200 mg),Active Pharmaceutical Ingredients
927,14178,1644319,Temazepam Related Compound A (15 mg) (5-chloro-2-methylaminobenzophenone),Impurity
928,13094,1644364,"Temazepam Related Compound F (15 mg) (7-chloro-1-methyl-5-phenyl-4,5-dihydro-1H-1,4-benzodiazepine-2,3-dione)",Impurity
929,14351,1646375,"Temazepam Related Compound G (15 mg) (7-Chloro-1,4-dimethyl-5-phenyl-4,5-dihydro-1H-1,4-benzodiazepine-2,3-dione)",Impurity
930,9669,1593401,Quinapril Hydrochloride (400 mg),Active Pharmaceutical Ingredients
931,9817,1672304,Torsemide (200 mg),Active Pharmaceutical Ingredients
932,98714,1086064,Caffeine Related Compound D,Impurity
933,10577,1598314,"Ramipril Related Compound A (30 mg) ((2S,3aS,6aS)-1-[(S)2-[[(S)-1-(Methoxycarbonyl)-3-phenylpropyl]amino]-1-oxopropyl]-octahydrocyclopenta[b]pyrrole-2-carboxylic acid)",Impurity
934,17457,1673566,Trazodone Related Compound F (25 mg) (1-(3-chlorophenyl)-4-(3-chloropropyl)piperazine hydrochloride),Impurity
935,8691,1673500,Trazodone Hydrochloride (200 mg),Active Pharmaceutical Ingredients
936,13636,1494920,Pantoprazole Related Compound C (20 mg) (5-(difluoromethoxy)-1H-benzimidazole-2-thiol),Impurity
937,11733,1494910,"Pantoprazole Related Compound B (25 mg) (5-(difluoromethoxy)-2-[[(3,4-dimethoxy-2-pyridinyl)methyl]thio]-1H-benzimidazole)",Impurity
938,1591,1347518,"Ipratropium Bromide Related Compound A (10 mg) ((1R,3r,5S,8r)-3-Hydroxy-8-methyl-8-(1-methylethyl)-8-azoniabicyclo[3.2.1]octane, bromide)",Impurity
939,14379,1096509,Carboprost Tromethamine (30 mg) (COLD SHIPMENT REQUIRED),Active Pharmaceutical Ingredients
940,4419,1358842,Levalbuterol Related Compound F (30 mg) ((R)-1-[4-(Benzyloxy)-3-(hydroxymethyl)phenyl]-2-(tert-butylamino)ethan-1-ol),Impurity
941,11737,1117008,Chloroprocaine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
942,30993,1359426,Levetiracetam Related Compound A (20 mg) ((S)-N-(1-amino-1-oxobutan-2-yl)-4-chlorobutanamide),Impurity
943,11189,1189009,Dicloxacillin Sodium (300 mg),Active Pharmaceutical Ingredients
944,5311,1303057,Haloperidol Decanoate (200 mg),Active Pharmaceutical Ingredients
945,7551,1077887,Bromperidol Decanoate (15 mg),Impurity
946,12971,1292303,Glimepiride (200 mg),Active Pharmaceutical Ingredients
947,9025,1013807,"Alosetron Hydrochloride (200 mg) (2,3,4,5-Tetrahydro-5-methyl-2-[(5-methylimidazol-4-yl)methyl]-1H-pyrido[4,3-b]indol-1-one hydrochloride)",Active Pharmaceutical Ingredients
948,8878,1236801,Epilactose (200 mg),Impurity
949,34895,1479064,"Orphenadrine Related Compound F (50 mg) (N,N-Dimethyl-2-[phenyl(p-tolyl)methoxy]ethanamine citrate)",Impurity
950,13673,1380502,Memantine Hydrochloride (150 mg),Active Pharmaceutical Ingredients
951,13675,1380513,"Memantine Related Compound A (50 mg) (1,3-Dimethyladamantane)",Impurity
952,14406,1380557,"Memantine Related Compound E (15 mg) (N-3,5-Dimethyladamantan-1-yl formamide)",Impurity
953,69642,1254031,Estradiol Valerate Identification Mixture (15 mg),Other Compendial Uses
954,17632,1269196,Famciclovir Related Compound C (20 mg) (4-(2-amino-9H-purin-9-yl)-2-methylbutyl acetate),Impurity
955,3641,1269185,Famciclovir Related Compound B (20 mg) [4-(2-Amino-9H-purin-9-yl)-2-(hydroxymethyl)butyl acetate],Impurity
956,3355,1269152,Famciclovir (200 mg),Active Pharmaceutical Ingredients
957,13737,1044469,Atomoxetine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
958,8099,1522301,Pheniramine Maleate (150 mg),Active Pharmaceutical Ingredients
959,13179,1046191,Azelastine Related Compound D (20 mg) (4-(4-chlorobenzyl)phthalazin-1(2H)-one),Impurity
960,6368,1336500,Imidazole (200 mg) (1H-Imidazole),Impurity
961,17275,1724452,Ziprasidone Related Compound D (10 mg) (3-(Benzo[d]isothiazol-3-yl)-5-(2-(4-(benzo[d]isothiazol-3-yl)piperazin-1-yl)ethyl)-6-chloroindolin-2-one),Impurity
962,11901,1485227,Oxycodone Related Compound B CII (15 mg) (oxycodone N-oxide),Impurity
963,15386,1296086,"Glycopyrrolate Related Compound I (15 mg) ((RS)-3-[(SR)-2-(4-Chlorophenyl)-2-cyclopentyl-2-hydroxyacetoxy]-1,1-dimethylpyrrolidin-1-ium bromide)",Impurity
964,10544,1050905,Benzaldehyde (3 X 1 mL) (List Chemical),Excipients
965,6939,1299200,Griseofulvin Permeability Diameter (2 g),Other Compendial Uses
966,15018,1492200,Palonosetron Hydrochloride (100 mg),Active Pharmaceutical Ingredients
967,17486,1492266,"Palonosetron Related Compound E (15 mg) (2-[(3S)-Quinuclidin-3-yl]-2,4,5,6-tetrahydro-1H-benzo[de]isoquinolin-1-one hydrochloride)",Impurity
968,8975,1295505,Glyburide (200 mg),Active Pharmaceutical Ingredients
969,12933,1708015,"D-Valganciclovir (10 mg) (2-[(2-amino-1,6-dihydro-6-oxo-9H-purin-9-yl)-methoxy]-3-hydroxypropyl D-valine ester monohydrochloride)",Impurity
970,5349,1708004,Valganciclovir Hydrochloride (500 mg),Active Pharmaceutical Ingredients
971,8758,1241550,Ergotaminine (100 mg),Impurity
972,1974,1269221,"Famotidine Related Compound B (25 mg) (3,5-Bis[2-[[2-[(diaminomethylene)amino]thiazol-4-yl]methylthio]ethyl]-4H-1,2,4,6-thiatriazine 1,1-dioxide)",Impurity
973,14597,1269265,Famotidine Related Compound F (25 mg) (3-[[2-(diaminomethyleneamino)thiazol-4-yl]methylthio]propanoic acid),Impurity
974,62584,1470026,"Norethindrone Related Compound B CIII (30 mg) (Estr-4-ene-3,17-dione)",Impurity
975,76456,1370010,Loperamide System Suitability Mixture (25 mg),System Suitability
976,9857,1449518,Nabumetone (200 mg),Active Pharmaceutical Ingredients
977,9505,1284000,Flurandrenolide (100 mg),Active Pharmaceutical Ingredients
